site,author,game,score,score_adj,stars_mean,company,platform,genre,score_deviation
Vandal,Jorge Cano,Iconoclasts,8.2,4.1,3.5,Bifrost Entertainment,PS4 VitaITA PC Switch Xbox One,Metroidvania Plataformas 2D,-14.634146341463408
meristation,Salva Fernàndez,The King of Fighters XIII,8.5,4.25,3.46,Ignition Entertainment,360 PS3 PC,"Acción, Arcade                    ",-18.58823529411765
3D Juegos,Sergio Martín,Clippox Exodus,7.0,3.5,3.67,None,iPhone,None,4.857142857142856
3D Juegos,Sergio Martín,Til Morning´s Light,7.0,3.5,3.0,None,iPhone,None,-14.285714285714285
Vandal,Ramón Varela,Shadow Blade: Reload,6.9,3.45,3.67,Dead Mage,PS4 PC Switch,Hack and Slash Plataformas 2D,6.376811594202891
3D Juegos,David Hernández,Call of Duty: World at War,8.1,4.05,3.5,None,PC PS3 360 Wii DS,None,-13.580246913580243
3D Juegos,Alberto Pastor,Tour de France,6.0,3.0,3.5,None,PS3 360,None,16.666666666666664
Vandal,Sergio Martín,Sébastien Loeb Rally Evo,8.0,4.0,4.25,Milestone,PS4 Xbox One PC,Rally Velocidad,6.25
3D Juegos,Sergio Martín,3D Dot Game Heroes,8.3,4.15,4.0,None,PS3,None,-3.614457831325309
Vandal,Juan Rubio,Super Monkey Ball: Banana Blitz HD,6.3,3.15,3.75,SEGA,PS4 Switch Xbox One PC,Plataformas 3D Plataformas de puzles,19.04761904761905
Vandal,Ramón Varela,Dynasty Warriors 8: Empires,7.0,3.5,3.33,KoeTec,PS4 PS3 PC Xbox One VitaITA Switch,Estrategia por turnos Musou,-4.857142857142856
Gamereactor,Petter Hegevall,The Walking Dead: Survival Instinct,2.0,1.0,1.67,Activision," PC, PS3, Wii U, 360",Acción,67.0
revogamers,Javier Aranda, LOST ORBIT: Terminal Velocity,7.0,3.5,4.0,PixelNAUTS,Nintendo Switch,"Acción, Aventura",14.285714285714285
meristation,Laura Luna,Frantics,7.0,3.5,3.8,Sony,PS4,"Strategy, Turn Based, Minigames                    ",8.571428571428566
3D Juegos,Jesús Bella,Hybrid,7.7,3.85,3.4,None,360,None,-11.688311688311694
Vandal,Carlos Leiva,Super Smash Bros. Ultimate,10.0,5.0,4.12,Nintendo,Switch,Lucha tipo Melee Lucha,-17.599999999999994
meristation,Will van Dijk,Star Wars Battlefront: Elite Squadron,7.0,3.5,3.67,None,PSP,Acción                    ,4.857142857142856
Vandal,Jorge Cano,South Park: La Vara de la Verdad,9.3,4.65,3.67,Ubisoft,360 PS3 PC Xbox One PS4 Switch,RPG Occidental Rol,-21.075268817204307
Vandal,Alberto González,Divinity II – The Dragon Knight Saga,8.8,4.4,2.0,Focus Home Interactive,360 PC,Action-RPG Hack and Slash,-54.54545454545456
meristation,None,Fenimore Fillmore: Revenge,7.0,3.5,3.22,Nobilis,PC,Aventura Gráfica                    ,-7.999999999999996
meristation,None,Demon Gaze,7.5,3.75,3.5,None,Vita,"Acción, RPG                    ",-6.666666666666668
meristation,Ramón Méndez,Football Manager Handheld 2010,7.5,3.75,3.67,SEGA,PSP,"Strategy, Managerial                    ",-2.1333333333333355
3D Juegos,Alberto Pastor,Bravely Second: End Layer,8.0,4.0,3.33,None,Nintendo 3DS,None,-16.75
Gamereactor,José Luis Villalobos,Anomaly 2,8.0,4.0,4.0,None," PC, Mac, Linux, PS4",Estrategia,0.0
meristation,Francisco Alberto Serrano,Dungeon Defenders,8.0,4.0,3.57,None,PC PS3 360,"RPG, Acción                    ",-10.750000000000005
3D Juegos,Álvaro Castellano,Star Wars El Poder de la Fuerza: Edición Sith,7.5,3.75,3.62,None, PC PS3 360,None,-3.466666666666664
Vandal,José Manuel González,Crazy Taxi PSN,6.0,3.0,3.67,SEGA,PS3 Dreamcast PS2 GameCube Game Boy Advance 360,Arcade Carreras arcade,22.33333333333333
3D Juegos,Fco. Javier Bella,LEGO Indiana Jones 2,6.9,3.45,4.0,None,PC PS3 360 Wii PSP DS,None,15.94202898550724
Vandal,Sara Borondo,Yo-Kai Watch 2: Mentespectros,8.0,4.0,3.75,Nintendo,Nintendo Nintendo 3DS,JRPG Rol,-6.25
meristation,Francisco Alberto Serrano,Dragon Age II,8.5,4.25,3.39,EA,PC 360 PS3,"RPG, Acción                    ",-20.235294117647054
revogamers,Sergio Barragán, Pokémon Mundo Misterioso: equipo de rescate DX,8.5,4.25,3.75,Nintendo,Nintendo Switch,"Aventura, Rol (RPG)",-11.764705882352938
Vandal,Daniel Escandell,Botanicula,9.0,4.5,4.0,Amanita Design,PC iPhone,Aventura Gráfica Point & Click,-11.111111111111109
revogamers,Arturo Albero, Mekabolt,6.0,3.0,3.0,None,Nintendo Switch,Plataformas,0.0
3D Juegos,Mario Gómez,Minecraft: Dungeons,8.0,4.0,3.38,None,PC PS4 Xbox One Switch,None,-15.500000000000005
meristation,Yago Lago,Unavowed,8.0,4.0,3.5,Wadjet Eye,PC,"Aventura, RPG                    ",-12.5
3D Juegos,Diego Emegé,Battlefield 1 - They Shall Not Pass,8.0,4.0,3.38,None, PC PS4 Xbox One,None,-15.500000000000005
3D Juegos,Sergio Martín,Tank! Tank! Tank!,5.8,2.9,3.0,None,Wii U,None,3.448275862068969
3D Juegos,Álvaro Castellano,Zeno Clash,7.4,3.7,3.25,None,PC 360,None,-12.162162162162168
meristation,Ramón Méndez,The Last Remnant,7.5,3.75,3.36,None,360 PS3 PC,"RPG, Acción                    ",-10.400000000000004
Gamereactor,Roy Woodhouse,Age of Wonders: Planetfall,8.0,4.0,3.75,Paradox Interactive," PC, PS4, Xbox One",Estrategia,-6.25
meristation,Fernando B.P.,LittleBigPlanet 2,9.5,4.75,3.88,Sony,PS3,Plataformas                    ,-18.315789473684205
Gamereactor,Carlos Ruiz,Dead Rising 2: Off the Record,8.0,4.0,3.75,Capcom," PC, 360, PS3",Acción,-6.25
Vandal,Carlos Leiva,BPM: BULLETS PER MINUTE,7.0,3.5,2.8,Awe Interactive,PC Xbox One,Aventura de acción Shooter en primera persona,-20.000000000000004
Vandal,Sergio Martín,Rock of Ages II: Bigger & Boulder,7.8,3.9,4.0,Atlus,Switch PC Xbox One PS4,Arcade Tower defense (Defensa con torres),2.5641025641025665
Vandal,Carlos Leiva,Persona 5 Royal,10.0,5.0,4.18,Atlus,PS4,JRPG Rol,-16.400000000000006
revogamers,Alberto Comeche, Blade Strangers,7.5,3.75,3.57,None,"eShop, Nintendo Switch",None,-4.800000000000004
meristation,MigSolo,River City Girls,7.0,3.5,3.75,WayForward Technologies,Xbox One Switch PS4 PC,"Acción, Beat'em up                    ",7.142857142857142
3D Juegos,Álvaro Castellano,Shadow Complex,9.4,4.7,3.62,None,360,None,-22.97872340425532
meristation,acastillo117,Ace Combat 7: Skies Unknown,8.5,4.25,3.38,None,PS4 Xbox One PC,Simulación                    ,-20.47058823529412
Vandal,Ramón Varela,Overcooked,7.5,3.75,3.0,Team17,PS4 Xbox One PC,Acción Arcade,-20.0
Vandal,Alberto González,Darkstone,8.0,4.0,3.67,Microids,Android iPhone,Acción Rol,-8.250000000000002
Vandal,Jorge Cano,Child of Eden,8.0,4.0,4.0,Q Entertainment,360 PS3,Kinect Shoot'em up,0.0
Gamereactor,Sam Bishop,Journey to the Savage Planet,8.0,4.0,4.0,505 Games," PC, PS4, Xbox One",Acción,0.0
Vandal,Ramón Varela,Atelier Meruru: The Apprentice of Arland PSN,7.5,3.75,3.33,KoeTec,VitaITA PS3,JRPG Rol,-11.199999999999998
meristation,None,FIFA Football,8.0,4.0,3.86,EA,Vita,Deportes                    ,-3.500000000000003
Vandal,Jorge Cano,Fly'N,8.2,4.1,4.0,Ankama,PC,Plataformas de puzles,-2.439024390243894
meristation,Joaquín Relaño,R-Type Dimensions,8.0,4.0,3.91,Irem Software,360 PS3 PC Switch,"Acción, Shoot'em up                    ",-2.2499999999999964
3D Juegos,Alberto Pastor,Ghost of a Tale,8.5,4.25,3.83,None,PC PS4 Xbox One Switch,None,-9.882352941176471
3D Juegos,Alberto Pastor,Deadlight,8.4,4.2,3.71,None,PC 360,None,-11.666666666666671
Vandal,Daniel Escandell,Bientôt l'été,6.0,3.0,2.0,Tale of Tales,PC,Walking Simulator,-33.33333333333333
3D Juegos,Sergio Martín,Saint's Row: The Third,7.5,3.75,4.0,None,PC Switch PS3 360,None,6.666666666666668
revogamers,Pep H. Conca,Sonic Boom: Fuego y Hielo,6.5,3.25,3.75,None,Nintendo Nintendo 3DS,None,15.384615384615385
meristation,Juan Sanz,Lego Rock Band,7.0,3.5,3.33,None,PS3 360,"Simulación, Music                    ",-4.857142857142856
Gamereactor,Roy Woodhouse,Fairy Tail,7.0,3.5,3.5,KoeTec," Nintendo Switch, PC, PS4",RPG,0.0
Vandal,Enrique García,Conarium,7.0,3.5,3.75,Iceberg Interactive,PC Xbox One PS4,Aventura Terror,7.142857142857142
Vandal,Carlos Leiva,Super Rude Bear Resurrection,6.0,3.0,3.25,Vorpal Games,PS4 PC,Plataformas 2D Plataformas,8.333333333333332
meristation,Pablo González,Crash: ¡Guerra al Coco-Maniaco!,6.5,3.25,3.29,Sierra,360,"Acción, Aventura                    ",1.2307692307692315
Gamereactor,Jon Calvin,Figment,8.0,4.0,3.8,Bedtime Digital Games," PC, Nintendo Switch, PS4, Xbox One",Acción,-5.000000000000004
Gamereactor,Bengt Lemne,Has-Been Heroes,7.0,3.5,3.29,Gametrust," Nintendo Switch, PS4, Xbox One, PC",Acción,-5.999999999999999
Gamereactor,Kieran Harris,Chromagun VR,7.0,3.5,3.0,Pixel Maniacs, PS4,Acción,-14.285714285714285
Gamereactor,Tobias Garsten,Tropico 5,8.0,4.0,3.8,Kalypso Media," Linux, Mac, PC, PS4, 360",Simulación,-5.000000000000004
Gamereactor,Ricardo C. Esteves,Assassin's Creed: Syndicate,8.0,4.0,3.17,Ubisoft," PC, PS4, Xbox One",Acción,-20.75
Vandal,Alberto González,Reigns: Game of Thrones,8.0,4.0,4.0,Devolver Digital,PC Android iPhone Switch,Aventura narrativa Estrategia en tiempo real Gestión - Tycoon,0.0
revogamers,Wences A. Machado, Cuphead,9.0,4.5,3.67,Studio MDHR,Nintendo Switch,"Acción, Arcade, Disparos (Shooter), Plataformas",-18.44444444444445
Gamereactor,Juan A. Fonseca,Super Smash Bros. Ultimate,10.0,5.0,4.2,Nintendo, Nintendo Switch,Plataformas,-15.999999999999998
meristation,salbaFR,Game & Wario,6.0,3.0,3.5,None,Wii U,"Puzzle, Minigames                    ",16.666666666666664
meristation,Juan Porteiro,Top Spin 4,7.0,3.5,3.55,None,PS3 360,Deportes                    ,1.4285714285714235
meristation,DieOpheliac,Planet Alpha,8.0,4.0,3.8,Team17,Xbox One Switch PC PS4,"Plataformas, Acción                    ",-5.000000000000004
meristation,Cristian Ciuraneta,Skater Nation,7.0,3.5,4.67,None,iPhone,"Deportes, Arcade                    ",33.428571428571416
3D Juegos,Alejandro Pascual,Minecraft: Story Mode,6.0,3.0,2.75,None,PC PS4 Xbox One Switch PS3 360 Wii U Vita Mac Android iPhone,None,-8.333333333333332
meristation,martaaax00,Darwin Project,6.0,3.0,3.6,Scavengers Studio,PC Xbox One PS4,Acción                    ,20.000000000000004
revogamers,Javier Aranda, Final Fantasy IX,8.0,4.0,4.0,Square Enix,Nintendo Switch,Rol (RPG),0.0
Gamereactor,Katrine Baumgardt,Grow Up,8.0,4.0,3.8,Ubisoft," PC, PS4, Xbox One",Plataformas,-5.000000000000004
Gamereactor,Thomas Blichfeldt,Street Fighter III: 3rd Strike Online Edition,8.0,4.0,4.0,Capcom," 360, PSN, XBLA, PS3",Lucha,0.0
Vandal,Alberto González,Star Wars Jedi Knight: Jedi Academy,8.0,4.0,3.88,LucasArts,Switch PS4,Hack and Slash Shooter en primera persona Shooter en tercera persona,-3.0000000000000027
Vandal,Jorge Cano,Plants vs. Zombies: Garden Warfare,7.3,3.65,3.33,EA,PS4 Xbox One 360 PC PS3,Shooter en primera persona Shooter multijugador,-8.767123287671229
meristation,Will van Dijk,Kirby's Adventure Wii,8.0,4.0,3.8,Nintendo,Wii,Plataformas                    ,-5.000000000000004
Gamereactor,Julián Plaza,Mario Party: Island Tour,5.0,2.5,3.67,Nintendo, Nintendo Nintendo 3DS,Party Game,46.8
Vandal,Ramón Varela,Pato Box,7.0,3.5,3.75,Bromio,PC Switch Xbox One,Aventura de exploración y puzles Boxeo,7.142857142857142
3D Juegos,Sergio Martín,Angry Birds Action!,7.5,3.75,4.0,None,Android iPhone,None,6.666666666666668
meristation,Ramón Méndez,Transformers: El lado oscuro de la luna,6.0,3.0,2.86,Activision,360 PS3,"Acción, Aventura                    ",-4.666666666666671
Vandal,Alfonso Arribas,Mafia: Definitive Edition,8.2,4.1,3.5,Take-Two Interactive,PS4 PC Xbox One,Aventura de acción Mundo abierto Tipo GTA,-14.634146341463408
3D Juegos,Sergio Martín,RoboCop: The Video Game,6.5,3.25,3.5,None,Android iPhone,None,7.6923076923076925
meristation,Cristian Ciuraneta,Street Fighter X Tekken Mobile,8.0,4.0,3.83,None,iPhone iPad,"Acción, Arcade                    ",-4.249999999999998
Vandal,Alberto González,Need for Speed Hot Pursuit,7.0,3.5,4.0,EA,iPhone PS3 360 PC Wii Android,Carreras arcade Coches,14.285714285714285
meristation,Salva Fernàndez,Rise of the Tomb Raider,9.2,4.6,3.86,Eidos Interactive,Stadia PS4 360 Xbox One PC,"Acción, Aventura                    ",-16.086956521739125
3D Juegos,Álvaro Castellano,Assassin's Creed Chronicles: Russia,6.0,3.0,3.4,None,PC PS4 Xbox One,None,13.33333333333333
3D Juegos,Alberto Pastor,Trine 2,9.0,4.5,4.17,None,PC PS3 360 Wii U Mac Linux,None,-7.333333333333335
3D Juegos,Sergio Martín,Dynasty Warriors 8: Empires,7.0,3.5,4.0,None,PC PS4 Xbox One Switch PS3 Vita,None,14.285714285714285
meristation,Daniel Figares,Civilization: Beyond Earth - Rising Tide,7.5,3.75,4.0,None,PC Mac,"Strategy, Turn Based                    ",6.666666666666668
3D Juegos,Sergio Martín,Shin Megami Tensei Devil Summoner - Soul Hackers,7.5,3.75,3.4,None,Nintendo 3DS,None,-9.333333333333336
Vandal,Ramón Varela,Trillion: God of Destruction,6.5,3.25,2.67,Idea Factory,VitaITA PC,JRPG Tactical RPG,-17.846153846153847
meristation,Francisco Alberto Serrano,Black Desert Online,8.6,4.3,3.45,Pearl Abyss,PS4 PC Xbox One,None,-19.76744186046511
meristation,Salva Fernàndez,PES 2014,8.3,4.15,3.41,None,PS3 360 PC PSP,Deportes                    ,-17.831325301204824
Vandal,Carlos Leiva,XCOM 2,8.8,4.4,4.0,Take-Two Interactive,PC Xbox One PS4,Estrategia por turnos Estrategia,-9.090909090909099
Gamereactor,Lorenzo Mosna,Football Manager 2012,9.0,4.5,2.2,SEGA," Mac, PC",Simulación,-51.11111111111111
revogamers,Marcos Catalán, Vitamin Connection,7.5,3.75,3.75,WayForward,Nintendo Switch,"Acción, Aventura, Disparos (Shooter)",0.0
Vandal,Ramón Varela,The Missing: J.J. Macfield and the Island of Memories,7.0,3.5,2.8,Arc System Works,PC Switch Xbox One PS4,Aventura de exploración y puzles Aventura narrativa,-20.000000000000004
3D Juegos,Alberto Pastor,Kirby: Battle Royale,6.5,3.25,3.25,None,Nintendo 3DS,None,0.0
meristation,Pablo González,Fatal Fury: Battle Archives Volume 1,6.0,3.0,3.71,None,PS2,"Acción, Arcade                    ",23.66666666666667
meristation,borjaruete,Mosaic,7.0,3.5,3.2,Raw Fury Games,Xbox One Switch PC PS4,Aventura                    ,-8.571428571428566
3D Juegos,Alberto Pastor,The Cursed Crusade,5.1,2.55,2.0,None,PC PS3 360,None,-21.568627450980387
meristation,Pablo González,Pokémon Edición Negra,9.0,4.5,3.85,Nintendo,DS,RPG                    ,-14.444444444444445
Vandal,Ramón Varela,Hitman GO: Definitive Edition,8.2,4.1,4.0,Square Enix,PC VitaITA PS4,Estrategia por turnos Puzle,-2.439024390243894
3D Juegos,Sergio Martín,BlazBlue: Continuum Shift,8.3,4.15,4.0,None,PS3 360,None,-3.614457831325309
3D Juegos,Alberto Pastor,Fortified,7.0,3.5,3.4,None,PC Xbox One,None,-2.85714285714286
3D Juegos,Jesús Bella,Travis Strikes Again: No More Heroes,6.5,3.25,2.8,None,PC PS4 Switch,None,-13.84615384615385
Vandal,Jorge Cano,Mario Kart 8,9.3,4.65,3.33,Nintendo,Wii U,Karts Velocidad,-28.387096774193555
Vandal,Alberto González,Warp Rush,7.6,3.8,4.0,SGN,Android iPhone,Acción,5.263157894736848
meristation,Carlos Forcada,La Tierra Media: Sombras de Guerra,8.6,4.3,3.65,None,Xbox One PC PS4,"Acción, Aventura                    ",-15.116279069767439
Gamereactor,Ricardo C. Esteves,Spider-Man: El Atraco,7.0,3.5,3.0,Sony, PS4,Acción,-14.285714285714285
Gamereactor,Rasmus Lund-Hansen,Full Bore,8.0,4.0,4.25,Nkidu, PC,Plataformas,6.25
Gamereactor,Ben Lyons,The Witcher 3: Wild Hunt para Nintendo Switch,8.0,4.0,3.33,CD Projekt," PC, PS4, Xbox One, PS5, Nintendo Switch, Xbox Series X",RPG,-16.75
revogamers,Arturo Albero,Azure Striker GUNVOLT: STRIKER PACK,8.0,4.0,3.6,None,Nintendo Switch,None,-9.999999999999998
3D Juegos,Alberto Pastor,Hotline Miami 2: Wrong Number,8.5,4.25,3.67,None,PC PS4 PS3 Vita Mac Linux,None,-13.647058823529413
meristation,Enrique García,Mario Party: Island Tour,6.0,3.0,3.33,Nintendo,Nintendo 3DS,"Acción, Minigames                    ",11.000000000000005
Vandal,Alberto González,Life Goes On,7.0,3.5,3.0,Infinite Monkeys,PC Switch,Plataformas 2D Plataformas de puzles,-14.285714285714285
meristation,Pedro Herrero,The Baldur's Gate: Enhanced Edition Pack,7.8,3.9,3.5,Skybound,Switch PS4 Xbox One,"RPG, Turn Based                    ",-10.256410256410255
Gamereactor,Kieran Harris,The Surge 2: The Kraken,5.0,2.5,3.67,Focus Home Interactive," PC, PS4, Xbox One",Acción,46.8
Vandal,Pablo Grandío,Killzone: Shadow Fall,8.1,4.05,3.5,Sony,PS4,Shooter en primera persona,-13.580246913580243
revogamers,Javier Aranda, Crimson Keep,4.5,2.25,3.0,None,Nintendo Switch,None,33.33333333333333
3D Juegos,Alberto Pastor,Heroes of Might and Magic III: HD Edition,7.5,3.75,3.4,None,PC Android iPhone,None,-9.333333333333336
Vandal,Daniel Escandell,Sonic the Hedgehog 4: Episode 1 PSN,8.0,4.0,4.0,SEGA,PS3 360 Wii PC Android,Plataformas,0.0
Vandal,Alberto González,Pitfall!,7.0,3.5,4.0,Activision,iPhone,Acción Arcade,14.285714285714285
meristation,Ramón Méndez,Valkyria Chronicles 4,9.0,4.5,3.58,SEGA,PS4 Switch Xbox One PC,"Strategy, RPG, Turn Based                    ",-20.444444444444443
Vandal,Saúl González,A Total War Saga: Troy,7.8,3.9,3.83,SEGA,PC,Estrategia en tiempo real Estrategia por turnos,-1.794871794871791
Vandal,Alberto González,Hand of Fate 2,8.0,4.0,3.14,Defiant Development,PS4 PC Xbox One Switch,Action-RPG,-21.5
Gamereactor,Mathias Holmberg,Toukiden: The Age of Demons,7.0,3.5,3.8,KoeTec, PS Vita,Acción,8.571428571428566
Vandal,Alberto González,Lost in Harmony,6.5,3.25,3.67,Digixart Entertainment,iPhone Android PC Switch,Ritmo Runner,12.92307692307692
Vandal,Carlos Leiva,Splatoon,8.5,4.25,3.67,Nintendo,Wii U,Shooter en tercera persona Shooter multijugador,-13.647058823529413
3D Juegos,Sergio Martín,Atelier Lydie & Suelle: The Alchemists and the Mysterious Paintings,7.0,3.5,3.5,None,PC PS4 Switch,None,0.0
meristation,Saúl González,Firewatch,8.3,4.15,3.8,Campo Santo,PC PS4 Switch Xbox One,"Acción, Aventura                    ",-8.433734939759049
Vandal,Ramón Varela,Outcast - Second Contact,7.0,3.5,3.5,Bigben,PS4 PC Xbox One,Aventura de acción Mundo abierto,0.0
meristation,Ramón Méndez,Last Rebellion,5.0,2.5,3.09,KoeTec Europe,PS3,"RPG, Acción                    ",23.599999999999994
meristation,salbaFR,Resident Evil 2,9.4,4.7,3.43,Capcom,PS4 Xbox One PC,"Acción, Aventura, Survival Horror                    ",-27.02127659574468
Gamereactor,Mike Holmes,Halo: Spartan Assault para Xbox One,6.0,3.0,3.2,Microsoft," PC, WP8",Acción,6.666666666666673
Vandal,Ramón Varela,Fairy Fencer f: Advent Dark Force,7.0,3.5,3.33,Idea Factory,PS4 PC Switch,JRPG Rol,-4.857142857142856
Gamereactor,Sam Bishop,The Escapists 2,8.0,4.0,3.75,Team17," PS4, PC, Xbox One, Nintendo Switch",Simulación,-6.25
Gamereactor,Magnus Groth-Andersen,Red Dead Redemption 2,10.0,5.0,3.83,Rockstar," PS4, Xbox One",Acción,-23.4
Vandal,Jorge Cano,Life is Strange - Episode 5: Polarized,8.3,4.15,4.0,Square Enix,PS4 PC PS3 Xbox One 360,Aventura narrativa,-3.614457831325309
meristation,salbaFR,How to Survive,6.5,3.25,3.0,None,PC PS3 360 Wii U,"Acción, Aventura, Shooting, Survival Horror                    ",-7.6923076923076925
3D Juegos,Jesús Bella,F1 2015,6.5,3.25,2.83,None,PC PS4 Xbox One,None,-12.92307692307692
meristation,borjaruete,Vane,4.0,2.0,2.0,Friend & Foe,PC PS4,Aventura                    ,0.0
Gamereactor,Sam Bishop,Baba Is You,9.0,4.5,4.33,Hempuli Oy," Nintendo Switch, PC",Puzle,-3.777777777777776
3D Juegos,David Hernández,Excitebike: World Challenge,7.5,3.75,3.67,None,Nintendo 3DS Wii,None,-2.1333333333333355
Gamereactor,Roy Woodhouse,Red Faction Guerrilla Re-Mars-tered,7.0,3.5,3.6,THQ," PC, PS4, Xbox One",Acción,2.85714285714286
meristation,Pablo González,"Batman: Arkham Origins - Cold, Cold Heart",6.0,3.0,3.17,None,PC PS3 360,"Acción, Aventura                    ",5.666666666666664
Vandal,Carlos Leiva,Ori and the Blind Forest: Definitive Edition,9.5,4.75,4.0,Microsoft,Xbox One PC Switch,Metroidvania Plataformas 2D,-15.789473684210524
meristation,César Otero,Transformers Devastation,8.0,4.0,3.75,None,360 PC PS3 PS4 Xbox One,"Acción, Beat'em up                    ",-6.25
meristation,Yago Lago,Black Mesa,9.0,4.5,3.73,Crowbar Collective,PC,"Acción, First Person Shooter                    ",-17.11111111111111
3D Juegos,Daniel Mauro,World of Warcraft: Wrath of the Lich King,9.2,4.6,4.0,None, PC Mac,None,-13.043478260869561
Gamereactor,Daniel Steinholtz,Toy Soldiers: Cold War,8.0,4.0,4.0,Microsoft," XBLA, 360",Acción,0.0
3D Juegos,Álvaro Castellano,Operation Flashpoint 2,8.4,4.2,3.82,None,PC PS3 360,None,-9.047619047619056
meristation,None,LostWinds,8.5,4.25,4.25,None,Wii,Plataformas                    ,0.0
Vandal,Carlos Leiva,Warface,6.0,3.0,3.33,Crytek,PC 360 PS4 Xbox One Switch,Shooter en primera persona Shooter multijugador,11.000000000000005
Vandal,Alfonso Arribas,DESYNC,7.0,3.5,3.83,Adult Swim Games,PC,Shooter en primera persona,9.428571428571429
Vandal,Carlos Leiva,L.A. Noire: La Edición Completa,8.8,4.4,3.67,Rockstar,PC,Aventura de acción Detectives Mundo abierto,-16.5909090909091
3D Juegos,Jesús Bella,Your Shape: Fitness Evolved 2013,6.8,3.4,3.6,None,Wii U,None,5.882352941176476
3D Juegos,Álvaro Castellano,Grand Theft Auto III,8.6,4.3,3.4,None,PC PS4 PS3 PS2 Mac Android iPhone,None,-20.930232558139533
